,playerid,first,last,season4,gspos,mpg,ppg,rpg,apg,bpg,spg,gf,dgf3,to_ast,fga3,measure,stats,stats_x,stats_y,ID1,playerName
74,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,a,4.029978522405301,-3.832737334263076,1.245331850389278,10,Johnny Dawkins
75,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,b,2.554853071899039,-1.5017049574363768,-2.066919553297362,8,Johnny Dawkins
76,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,s,1.9915580972169393,1.1706084786277764,-1.6112043459335377,6,Johnny Dawkins
77,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,z,3.1560500255127337,0.0,3.1560500255127337,11,Johnny Dawkins
78,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,g,1.8998994281324646,-1.1167328646951662,-1.537050924962408,8,Johnny Dawkins
79,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,d,2.3812731961879567,-1.399677266398642,-1.9264904839656054,8,Johnny Dawkins
80,108,Johnny,Dawkins,1983,<Null>,35.82142857142857,18.071428571428573,4.107142857142857,4.785714285714286,0.35714285714285715,0.9642857142857143,0.17632850241545894,0.35185185185185186,1.4142857142857141,1.9285714285714286,t,3.123470754657735,-1.8359300455546583,-2.5269409219512498,8,Johnny Dawkins
81,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,p,2.9342263718191974,0.0,2.9342263718191974,2,Luol Deng
82,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,r,3.898564979053943,3.7077556275293313,1.2047228322026795,4,Luol Deng
83,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,a,2.3986075990476405,-2.2812113871093316,0.7412105109426109,10,Luol Deng
84,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,b,3.6026190712041144,-2.1175663596813856,-2.9145800528634176,8,Luol Deng
85,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,s,3.2664766494384065,1.919986801497626,-2.6426351211246084,6,Luol Deng
86,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,z,2.9342263718191974,0.0,2.9342263718191974,11,Luol Deng
87,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,g,2.3718601244129696,-1.394144401630534,-1.9188751489303695,8,Luol Deng
88,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,d,2.529254045083409,-1.4866582270011097,-2.0462095055640575,8,Luol Deng
89,111,Luol,Deng,2004,<Null>,31.054054054054053,15.08108108108108,6.891891891891892,1.837837837837838,1.054054054054054,1.3243243243243243,0.22171945701357465,0.36036036036036034,0.7937837837837837,3.0,t,2.166037960651054,-1.2731651691763537,-1.7523615206279564,8,Luol Deng
90,124,Michael,Dunleavy,2002,<Null>,32.4,17.285714285714285,7.171428571428572,2.057142857142857,0.7428571428571429,2.2857142857142856,0.17960088691796008,0.3776824034334764,1.3674285714285714,6.6571428571428575,p,3.4976467425177113,0.0,3.4976467425177113,2,Michael Dunleavy
91,124,Michael,Dunleavy,2002,<Null>,32.4,17.285714285714285,7.171428571428572,2.057142857142857,0.7428571428571429,2.2857142857142856,0.17960088691796008,0.3776824034334764,1.3674285714285714,6.6571428571428575,r,3.890294602609184,3.699890032119329,1.2021671453313705,4,Michael Dunleavy
92,124,Michael,Dunleavy,2002,<Null>,32.4,17.285714285714285,7.171428571428572,2.057142857142857,0.7428571428571429,2.2857142857142856,0.17960088691796008,0.3776824034334764,1.3674285714285714,6.6571428571428575,a,2.4930947588382923,-2.371074016134452,0.7704086490681435,10,Michael Dunleavy
93,124,Michael,Dunleavy,2002,<Null>,32.4,17.285714285714285,7.171428571428572,2.057142857142857,0.7428571428571429,2.2857142857142856,0.17960088691796008,0.3776824034334764,1.3674285714285714,6.6571428571428575,b,3.1211915896631193,-1.834590385983282,-2.5250970387376213,8,Michael Dunleavy
94,124,Michael,Dunleavy,2002,<Null>,32.4,17.285714285714285,7.171428571428572,2.057142857142857,0.7428571428571429,2.2857142857142856,0.17960088691796008,0.3776824034334764,1.3674285714285714,6.6571428571428575,s,5.528350963374967,3.249483165768692,-4.472529880239461,6,Michael Dunleavy
95,124,Michael,Dunleavy,2002,<Null>,32.4,17.285714285714285,7.171428571428572,2.057142857142857,0.7428571428571429,2.2857142857142856,0.17960088691796008,0.3776824034334764,1.3674285714285714,6.6571428571428575,z,3.4976467425177113,0.0,3.4976467425177113,11,Michael Dunleavy
